date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:30:28	318240/318240	---M--	200	added ('OK')	image/jpeg	etag:%224db20-59ac2a2aaf8c0%22	https://preview.colorlib.com/theme/negotiate/images/bg_2.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/bg_2.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:29	97054/97054	---M--	200	added ('OK')	image/jpeg	etag:%2217b1e-59ac2a36213c0%22	https://preview.colorlib.com/theme/negotiate/images/project-1.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-1.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:29	327643/327643	---M--	200	added ('OK')	image/jpeg	etag:%224ffdb-59ac2a25ead80%22	https://preview.colorlib.com/theme/negotiate/images/about.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/about.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:29	119532/119532	---M--	200	added ('OK')	image/jpeg	etag:%221d2ec-59ac2a3715600%22	https://preview.colorlib.com/theme/negotiate/images/project-2.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-2.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:30	85991/85991	---M--	200	added ('OK')	image/jpeg	etag:%2214fe7-59ac2a3809840%22	https://preview.colorlib.com/theme/negotiate/images/project-3.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-3.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:30	101703/101703	---M--	200	added ('OK')	image/jpeg	etag:%2218d47-59ac2a38fda80%22	https://preview.colorlib.com/theme/negotiate/images/project-4.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-4.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:31	80007/80007	---M--	200	added ('OK')	image/jpeg	etag:%2213887-59ac2a3ae5f00%22	https://preview.colorlib.com/theme/negotiate/images/project-5.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-5.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:31	74030/74030	---M--	200	added ('OK')	image/jpeg	etag:%221212e-59ac2a3ae5f00%22	https://preview.colorlib.com/theme/negotiate/images/project-6.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/project-6.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:32	36090/36090	---M--	200	added ('OK')	image/jpeg	etag:%228cfa-59ac2a3344d00%22	https://preview.colorlib.com/theme/negotiate/images/person_1.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/person_1.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:34	47939/47939	---M--	200	added ('OK')	image/jpeg	etag:%22bb43-59ac2a3438f40%22	https://preview.colorlib.com/theme/negotiate/images/person_2.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/person_2.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:34	35096/35096	---M--	200	added ('OK')	image/jpeg	etag:%228918-59ac2a352d180%22	https://preview.colorlib.com/theme/negotiate/images/person_3.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/person_3.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:34	25350/25350	---M--	200	added ('OK')	image/jpeg	etag:%226306-59ac2a36213c0%22	https://preview.colorlib.com/theme/negotiate/images/person_4.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/person_4.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:35	21624/21624	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202019%2012:19:50%20GMT	https://preview.colorlib.com/theme/negotiate/blog-single.html	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/blog-single.html	(from https://preview.colorlib.com/theme/negotiate/)
22:30:36	92867/92867	---M--	200	added ('OK')	image/jpeg	etag:%2216ac3-59ac2a2c97d40%22	https://preview.colorlib.com/theme/negotiate/images/image_1.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/image_1.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:36	103144/103144	---M--	200	added ('OK')	image/jpeg	etag:%22192e8-59ac2a2d8bf80%22	https://preview.colorlib.com/theme/negotiate/images/image_2.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/image_2.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:37	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f595dc-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:37	74006/74006	---M--	200	added ('OK')	image/jpeg	etag:%2212116-59ac2a2e801c0%22	https://preview.colorlib.com/theme/negotiate/images/image_3.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/image_3.jpg	(from https://preview.colorlib.com/theme/negotiate/)
22:30:38	268038/268038	---MCZ	200	added ('OK')	application/javascript	etag:%2241706-59ac2a53b1980-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:38	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:%222c9d-59ac2a50d52c0-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery-migrate-3.0.1.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery-migrate-3.0.1.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:39	19032/19032	---M-Z	200	added ('OK')	application/javascript	etag:%224a58-59ac2a58764c0-gzip%22	https://preview.colorlib.com/theme/negotiate/js/popper.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/popper.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:41	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d8-59ac2a4df8c00-gzip%22	https://preview.colorlib.com/theme/negotiate/js/bootstrap.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:42	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:%221faf-59ac2a51c9500-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.easing.1.3.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.easing.1.3.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:42	8835/8835	---M-Z	200	added ('OK')	application/javascript	etag:%222283-59ac2a5599e00-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.waypoints.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.waypoints.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:43	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:%223135-59ac2a54a5bc0-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.stellar.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.stellar.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:43	43237/43237	---M-Z	200	added ('OK')	application/javascript	etag:%22a8e5-59ac2a568e040-gzip%22	https://preview.colorlib.com/theme/negotiate/js/owl.carousel.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:44	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-59ac2a53b1980-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.magnific-popup.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.magnific-popup.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:44	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:%2237a4-59ac2a4c10780-gzip%22	https://preview.colorlib.com/theme/negotiate/js/aos.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/aos.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:45	1391/1391	---M-Z	200	added ('OK')	application/javascript	etag:%2256f-59ac2a51c9500-gzip%22	https://preview.colorlib.com/theme/negotiate/js/jquery.animateNumber.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/jquery.animateNumber.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:46	7447/7447	---M-Z	200	added ('OK')	application/javascript	etag:%221d17-59ac2a58764c0-gzip%22	https://preview.colorlib.com/theme/negotiate/js/scrollax.min.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/scrollax.min.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:46	4661/4661	---M-Z	200	added ('OK')	application/javascript	etag:%221235-59ac2a4df8c00-gzip%22	https://preview.colorlib.com/theme/negotiate/js/google-map.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/google-map.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:48	5534/5534	---M-Z	200	added ('OK')	application/javascript	etag:%22159e-59ac2a568e040-gzip%22	https://preview.colorlib.com/theme/negotiate/js/main.js	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/js/main.js	(from https://preview.colorlib.com/theme/negotiate/)
22:30:48	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-59ac2a7cb3a40%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.eot	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.eot	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:48	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-59ac2a7cb3a40%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.eot?	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconicd41d.eot	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:49	14984/14984	---M--	200	added ('OK')	font/woff	etag:%223a88-59ac2a8084340%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.woff	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.woff	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:49	28028/28028	---MCZ	200	added ('OK')	font/ttf	etag:W/%226d7c-59ac2a7e9bec0%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.ttf	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.ttf	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:50	20996/20996	---MCZ	200	added ('OK')	font/ttf	etag:W/%225204-59ac2a7cb3a40%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.otf	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.otf	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:50	54789/54789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d605-59ac2a7e9bec0%22	https://preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.svg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/open-iconic/open-iconic.svg	(from https://preview.colorlib.com/theme/negotiate/css/open-iconic-bootstrap.min.css)
22:30:51	2268/2268	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Sep%202023%2017:00:48%20GMT	https://preview.colorlib.com/theme/negotiate/css/owl.video.play.png	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/css/owl.video.play.png	(from https://preview.colorlib.com/theme/negotiate/css/owl.carousel.min.css)
22:30:51	112826/112826	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b8ba-59ac2ac43a300%22	https://preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons580c.eot	(from https://preview.colorlib.com/theme/negotiate/css/ionicons.min.css)
22:30:51	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%22c5a0-59ac2ac8fee40%22	https://preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons580c.woff2	(from https://preview.colorlib.com/theme/negotiate/css/ionicons.min.css)
22:30:52	66024/66024	---M--	200	added ('OK')	font/woff	etag:%22101e8-59ac2ac7169c0%22	https://preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons580c.woff	(from https://preview.colorlib.com/theme/negotiate/css/ionicons.min.css)
22:30:52	112648/112648	---MCZ	200	added ('OK')	font/ttf	etag:W/%221b808-59ac2ac622780%22	https://preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons580c.ttf	(from https://preview.colorlib.com/theme/negotiate/css/ionicons.min.css)
22:30:53	7274/7274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c6a-59ac2aaa7a640%22	https://preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.eot	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/negotiate/css/flaticon.css)
22:30:53	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c76f-59ac2ac8fee40%22	https://preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/ionicons/fonts/ionicons580c.svg	(from https://preview.colorlib.com/theme/negotiate/css/ionicons.min.css)
22:30:54	7274/7274	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c6a-59ac2aaa7a640%22	https://preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.eot?	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/negotiate/css/flaticon.css)
22:30:54	4796/4796	---M--	200	added ('OK')	font/woff	etag:%2212bc-59ac2aaf3f180%22	https://preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.woff	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/negotiate/css/flaticon.css)
22:30:55	7096/7096	---MCZ	200	added ('OK')	font/ttf	etag:W/%221bb8-59ac2aad56d00%22	https://preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.ttf	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/negotiate/css/flaticon.css)
22:30:57	44977/44977	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22afb1-59ac2aaf3f180%22	https://preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.svg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/negotiate/css/flaticon.css)
22:30:58	307332/307332	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224b084-59ac2a732a3c0%22	https://preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoon.eot?6tt51o	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoonccfb.eot	(from https://preview.colorlib.com/theme/negotiate/css/icomoon.css)
22:30:59	307168/307168	---MCZ	200	added ('OK')	font/ttf	etag:W/%224afe0-59ac2a76facc0%22	https://preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoon.ttf?6tt51o	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoonccfb.ttf	(from https://preview.colorlib.com/theme/negotiate/css/icomoon.css)
22:30:59	307244/307244	---M--	200	added ('OK')	font/woff	etag:%224b02c-59ac2a79d7380%22	https://preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoon.woff?6tt51o	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoonccfb.woff	(from https://preview.colorlib.com/theme/negotiate/css/icomoon.css)
22:31:00	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e45ad-59ac2a76facc0%22	https://preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoon.svg?6tt51o	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/fonts/icomoon/icomoonccfb.svg	(from https://preview.colorlib.com/theme/negotiate/css/icomoon.css)
22:31:00	269714/269714	---M--	200	added ('OK')	image/jpeg	etag:%2241d92-59ac2a2c97d40%22	https://preview.colorlib.com/theme/negotiate/images/bg_5.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/bg_5.jpg	(from https://preview.colorlib.com/theme/negotiate/about.html)
22:31:02	115129/115129	---M--	200	added ('OK')	image/jpeg	etag:%221c1b9-59ac2a3cce380%22	https://preview.colorlib.com/theme/negotiate/images/staff-1.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-1.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:02	74984/74984	---M--	200	added ('OK')	image/jpeg	etag:%22124e8-59ac2a409ec80%22	https://preview.colorlib.com/theme/negotiate/images/staff-2.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-2.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:02	67264/67264	---M--	200	added ('OK')	image/jpeg	etag:%22106c0-59ac2a446f580%22	https://preview.colorlib.com/theme/negotiate/images/staff-3.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-3.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:04	90378/90378	---M--	200	added ('OK')	image/jpeg	etag:%221610a-59ac2a437b340%22	https://preview.colorlib.com/theme/negotiate/images/staff-4.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-4.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:04	156863/156863	---M--	200	added ('OK')	image/jpeg	etag:%22264bf-59ac2a4657a00%22	https://preview.colorlib.com/theme/negotiate/images/staff-5.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-5.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:04	47488/47488	---M--	200	added ('OK')	image/jpeg	etag:%22b980-59ac2a45637c0%22	https://preview.colorlib.com/theme/negotiate/images/staff-6.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-6.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:05	88035/88035	---M--	200	added ('OK')	image/jpeg	etag:%22157e3-59ac2a474bc40%22	https://preview.colorlib.com/theme/negotiate/images/staff-7.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-7.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
22:31:05	56921/56921	---M--	200	added ('OK')	image/jpeg	etag:%22de59-59ac2a483fe80%22	https://preview.colorlib.com/theme/negotiate/images/staff-8.jpg	C:/Users/allan/Downloads/freelance/preview.colorlib.com/theme/negotiate/images/staff-8.jpg	(from https://preview.colorlib.com/theme/negotiate/team.html)
